"도로형태별","시간대별","월별","항목","단위","2017 년","2018 년","2019 년","2020 년","2021 년",
"터널안","20시-22시","2월","부상자수[명]","명","3","12","3","4","8",
"터널안","20시-22시","3월","사고건수[건]","건","2","6","2","3","2",
"터널안","20시-22시","3월","사망자수[명]","명","0","1","1","1","0",
"터널안","20시-22시","3월","부상자수[명]","명","3","7","1","3","3",
"터널안","20시-22시","4월","사고건수[건]","건","1","3","1","","6",
"터널안","20시-22시","4월","사망자수[명]","명","0","0","0","","0",
"터널안","20시-22시","4월","부상자수[명]","명","2","11","1","","9",
"터널안","20시-22시","5월","사고건수[건]","건","3","3","3","3","3",
"터널안","20시-22시","5월","사망자수[명]","명","0","0","0","0","0",
"터널안","20시-22시","5월","부상자수[명]","명","5","6","4","4","7",
"터널안","20시-22시","6월","사고건수[건]","건","2","2","1","","2",
"터널안","20시-22시","6월","사망자수[명]","명","0","0","0","","0",
"터널안","20시-22시","6월","부상자수[명]","명","2","2","1","","2",
"터널안","20시-22시","7월","사고건수[건]","건","3","4","2","1","5",
"터널안","20시-22시","7월","사망자수[명]","명","0","0","0","0","0",
"터널안","20시-22시","7월","부상자수[명]","명","5","8","3","1","7",
"터널안","20시-22시","8월","사고건수[건]","건","2","3","3","3","1",
"터널안","20시-22시","8월","사망자수[명]","명","0","0","1","0","0",
"터널안","20시-22시","8월","부상자수[명]","명","3","3","2","3","1",
"터널안","20시-22시","9월","사고건수[건]","건","2","5","7","2","4",
"터널안","20시-22시","9월","사망자수[명]","명","0","0","0","0","0",
"터널안","20시-22시","9월","부상자수[명]","명","3","9","13","11","5",
"터널안","20시-22시","10월","사고건수[건]","건","3","1","2","4","4",
"터널안","20시-22시","10월","사망자수[명]","명","0","0","0","0","0",
"터널안","20시-22시","10월","부상자수[명]","명","4","5","2","4","6",
"터널안","20시-22시","11월","사고건수[건]","건","3","1","","5","6",
"터널안","20시-22시","11월","사망자수[명]","명","0","0","","0","0",
"터널안","20시-22시","11월","부상자수[명]","명","4","2","","10","7",
"터널안","20시-22시","12월","사고건수[건]","건","3","3","3","4","3",
"터널안","20시-22시","12월","사망자수[명]","명","0","0","0","2","0",
"터널안","20시-22시","12월","부상자수[명]","명","4","7","6","4","4",
"터널안","22시-24시","전체","사고건수[건]","건","32","42","38","30","48",
"터널안","22시-24시","전체","사망자수[명]","명","3","0","1","2","1",
"터널안","22시-24시","전체","부상자수[명]","명","49","72","80","42","74",
"터널안","22시-24시","1월","사고건수[건]","건","4","6","7","","4",
"터널안","22시-24시","1월","사망자수[명]","명","0","0","0","","0",
"터널안","22시-24시","1월","부상자수[명]","명","7","10","28","","4",
"터널안","22시-24시","2월","사고건수[건]","건","2","3","3","1","5",
"터널안","22시-24시","2월","사망자수[명]","명","1","0","0","0","0",
"터널안","22시-24시","2월","부상자수[명]","명","1","6","3","1","7",
"터널안","22시-24시","3월","사고건수[건]","건","6","5","4","7","5",
"터널안","22시-24시","3월","사망자수[명]","명","0","0","0","0","0",
"터널안","22시-24시","3월","부상자수[명]","명","15","6","8","9","8",
"터널안","22시-24시","4월","사고건수[건]","건","2","5","2","2","3",
"터널안","22시-24시","4월","사망자수[명]","명","0","0","0","0","0",
"터널안","22시-24시","4월","부상자수[명]","명","3","8","4","2","5",
"터널안","22시-24시","5월","사고건수[건]","건","3","2","2","1","4",
"터널안","22시-24시","5월","사망자수[명]","명","0","0","0","1","0",
"터널안","22시-24시","5월","부상자수[명]","명","5","3","2","1","8",
"터널안","22시-24시","6월","사고건수[건]","건","3","3","4","1","4",
"터널안","22시-24시","6월","사망자수[명]","명","0","0","0","0","0",
"터널안","22시-24시","6월","부상자수[명]","명","4","4","6","1","10",
"터널안","22시-24시","7월","사고건수[건]","건","1","5","3","2","",
"터널안","22시-24시","7월","사망자수[명]","명","0","0","1","0","",
"터널안","22시-24시","7월","부상자수[명]","명","2","7","2","2","",
"터널안","22시-24시","8월","사고건수[건]","건","3","3","1","3","2",
"터널안","22시-24시","8월","사망자수[명]","명","2","0","0","0","0",
"터널안","22시-24시","8월","부상자수[명]","명","1","10","2","3","4",
"터널안","22시-24시","9월","사고건수[건]","건","2","3","3","4","7",
"터널안","22시-24시","9월","사망자수[명]","명","0","0","0","1","0",
"터널안","22시-24시","9월","부상자수[명]","명","3","6","8","4","7",
"터널안","22시-24시","10월","사고건수[건]","건","4","3","4","3","10",
"터널안","22시-24시","10월","사망자수[명]","명","0","0","0","0","0",
"터널안","22시-24시","10월","부상자수[명]","명","5","3","11","7","13",
"터널안","22시-24시","11월","사고건수[건]","건","1","","1","3","3",
"터널안","22시-24시","11월","사망자수[명]","명","0","","0","0","0",
"터널안","22시-24시","11월","부상자수[명]","명","1","","2","4","7",
"터널안","22시-24시","12월","사고건수[건]","건","1","4","4","3","1",
"터널안","22시-24시","12월","사망자수[명]","명","0","0","0","0","1",
"터널안","22시-24시","12월","부상자수[명]","명","2","9","4","8","1",
"교차로내","00시-02시","전체","사고건수[건]","건","3252","3091","3012","2697","1894",
"교차로내","00시-02시","전체","사망자수[명]","명","37","34","44","21","39",
"교차로내","00시-02시","전체","부상자수[명]","명","5749","5285","5154","4551","3045",
"교차로내","00시-02시","1월","사고건수[건]","건","294","289","226","225","111",
"교차로내","00시-02시","1월","사망자수[명]","명","3","2","3","2","0",
"교차로내","00시-02시","1월","부상자수[명]","명","512","513","419","410","174",
"교차로내","00시-02시","2월","사고건수[건]","건","259","254","246","231","112",
"교차로내","00시-02시","2월","사망자수[명]","명","2","2","6","1","1",
"교차로내","00시-02시","2월","부상자수[명]","명","471","438","400","389","195",
"교차로내","00시-02시","3월","사고건수[건]","건","262","268","241","228","153",
"교차로내","00시-02시","3월","사망자수[명]","명","4","2","3","1","3",
"교차로내","00시-02시","3월","부상자수[명]","명","464","465","410","388","269",
"교차로내","00시-02시","4월","사고건수[건]","건","250","265","268","218","172",
"교차로내","00시-02시","4월","사망자수[명]","명","1","4","6","3","8",
"교차로내","00시-02시","4월","부상자수[명]","명","464","458","452","370","270",
"교차로내","00시-02시","5월","사고건수[건]","건","277","267","260","251","174",
"교차로내","00시-02시","5월","사망자수[명]","명","3","4","2","1","3",
"교차로내","00시-02시","5월","부상자수[명]","명","461","449","487","435","297",
"교차로내","00시-02시","6월","사고건수[건]","건","263","262","267","250","175",
"교차로내","00시-02시","6월","사망자수[명]","명","3","2","7","1","7",
"교차로내","00시-02시","6월","부상자수[명]","명","454","461","461","437","254",
"교차로내","00시-02시","7월","사고건수[건]","건","315","239","231","260","184",
"교차로내","00시-02시","7월","사망자수[명]","명","7","3","2","1","3",
"교차로내","00시-02시","7월","부상자수[명]","명","589","385","397","479","302",
"교차로내","00시-02시","8월","사고건수[건]","건","278","259","259","239","125",
"교차로내","00시-02시","8월","사망자수[명]","명","2","5","5","1","1",
"교차로내","00시-02시","8월","부상자수[명]","명","476","408","438","371","181",
"교차로내","00시-02시","9월","사고건수[건]","건","273","241","243","213","140",
"교차로내","00시-02시","9월","사망자수[명]","명","2","1","3","5","5",
"교차로내","00시-02시","9월","부상자수[명]","명","496","454","424","322","238",
"교차로내","00시-02시","10월","사고건수[건]","건","254","242","258","223","165",
"교차로내","00시-02시","10월","사망자수[명]","명","5","2","3","3","2",
"교차로내","00시-02시","10월","부상자수[명]","명","459","427","418","368","268",
"교차로내","00시-02시","11월","사고건수[건]","건","246","227","242","229","216",
"교차로내","00시-02시","11월","사망자수[명]","명","4","4","3","2","3",
"교차로내","00시-02시","11월","부상자수[명]","명","400","385","390","381","339",
"교차로내","00시-02시","12월","사고건수[건]","건","281","278","271","130","167",
"교차로내","00시-02시","12월","사망자수[명]","명","1","3","1","0","3",
"교차로내","00시-02시","12월","부상자수[명]","명","503","442","458","201","258",
"교차로내","02시-04시","전체","사고건수[건]","건","1820","1689","1745","1408","782",
"교차로내","02시-04시","전체","사망자수[명]","명","34","28","25","27","19",
"교차로내","02시-04시","전체","부상자수[명]","명","3254","2833","3049","2385","1264",
"교차로내","02시-04시","1월","사고건수[건]","건","156","138","136","116","49",
"교차로내","02시-04시","1월","사망자수[명]","명","3","1","0","1","1",
"교차로내","02시-04시","1월","부상자수[명]","명","269","263","248","187","75",
"교차로내","02시-04시","2월","사고건수[건]","건","143","149","116","130","46",
"교차로내","02시-04시","2월","사망자수[명]","명","2","5","1","2","1",
"교차로내","02시-04시","2월","부상자수[명]","명","270","277","203","214","69",
"교차로내","02시-04시","3월","사고건수[건]","건","148","141","151","114","74",
"교차로내","02시-04시","3월","사망자수[명]","명","3","2","4","1","3",
"교차로내","02시-04시","3월","부상자수[명]","명","236","236","257","199","117",
"교차로내","02시-04시","4월","사고건수[건]","건","150","139","151","103","71",
"교차로내","02시-04시","4월","사망자수[명]","명","3","2","5","1","0",
"교차로내","02시-04시","4월","부상자수[명]","명","305","229","243","175","124",
"교차로내","02시-04시","5월","사고건수[건]","건","150","136","161","139","98",
"교차로내","02시-04시","5월","사망자수[명]","명","6","2","2","2","2",
"교차로내","02시-04시","5월","부상자수[명]","명","259","228","292","250","164",
"교차로내","02시-04시","6월","사고건수[건]","건","151","149","149","134","76",
"교차로내","02시-04시","6월","사망자수[명]","명","3","2","1","5","0",
"교차로내","02시-04시","6월","부상자수[명]","명","275","247","278","226","125",
"교차로내","02시-04시","7월","사고건수[건]","건","149","148","157","132","66",
"교차로내","02시-04시","7월","사망자수[명]","명","5","2","2","9","6",
"교차로내","02시-04시","7월","부상자수[명]","명","256","236","281","224","106",
"교차로내","02시-04시","8월","사고건수[건]","건","174","140","159","134","51",
"교차로내","02시-04시","8월","사망자수[명]","명","1","3","1","2","1",
"교차로내","02시-04시","8월","부상자수[명]","명","328","231","267","225","78",
"교차로내","02시-04시","9월","사고건수[건]","건","151","135","155","104","52",
"교차로내","02시-04시","9월","사망자수[명]","명","1","4","2","1","1",
"교차로내","02시-04시","9월","부상자수[명]","명","258","226","277","174","98",
"교차로내","02시-04시","10월","사고건수[건]","건","145","148","138","131","54",
"교차로내","02시-04시","10월","사망자수[명]","명","3","3","3","0","3",
"교차로내","02시-04시","10월","부상자수[명]","명","259","237","230","239","85",
"교차로내","02시-04시","11월","사고건수[건]","건","133","115","132","116","95",
"교차로내","02시-04시","11월","사망자수[명]","명","2","2","1","3","0",
"교차로내","02시-04시","11월","부상자수[명]","명","213","189","224","183","146",
